fiscal_year,year,month,month_numeric,nach_products,subproducts_name,presentation_volume_nos,presentation_value_rs,returns_volume_nos,returns_value_rs,successful_transactions_volume_nos,successful_transactions_value_rs,released_on,updated_on,data_source,data_url
2020-21,2020,April,4,APBS (Aadhaar based),Direct Benefit Transfer,81823522,122652442271.14,85700,162965760.82,81737822,122489476510.32,2020-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,April,4,NACH Debit - 306 format (Account based),"Recurring payments (EMI, Insurance premium etc)",66706364,558047189451.31,25341803,204536058446.57,41364561,353511131004.74,2020-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,April,4,APBS (Aadhaar based),Direct Benefit Transfer (LPG),146995295,62124941206.74,224962,99225656.7,146770333,62025715550.04,2020-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,April,4,Total Debit,Total Debit,66706364,558047189451.31,25341803,204536058446.57,41364561,353511131004.74,2020-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,April,4,APBS (Aadhaar based),Other credits,2417387,5186087764.53,3667,17100616.8,2413720,5168987147.73,2020-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,April,4,Total volume April 2020,Total volume April 2020,563680856,1648903869848.87,33149743,213399566691.09,530531113,1435504303157.78,2020-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,April,4,NACH Credit - 306 format (Account based),Direct Benefit Transfer,194658415,456052132087.71,3682422,3940080892.56,190975993,452112051195.15,2020-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,April,4,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),31477571,16978026038.4,3438188,1151640106.98,28039383,15826385931.42,2020-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,April,4,NACH Credit - 306 format (Account based),Other credits,39586695,426964439440.04,372946,3489226612.66,39213749,423475212827.38,2020-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,April,4,NACH Credit - 156 format (Account based),Other credits,15607,898611589,55,3268598,15552,895342991,2020-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,April,4,Total Credit,Total Credit,496974492,1090856680397.56,7807940,8863508244.52,489166552,1081993172153.04,2020-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,May,5,APBS (Aadhaar based),Direct Benefit Transfer,58887043,110676335495.62,46983,144814049.58,58840060,110531521446.04,2020-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,May,5,APBS (Aadhaar based),Direct Benefit Transfer (LPG),52479797,22130520239.49,167284,56402289.32,52312513,22074117950.17,2020-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,May,5,APBS (Aadhaar based),Other credits,4054070,9638495890.2,3528,27347708.53,4050542,9611148181.67,2020-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,May,5,NACH Credit - 306 format (Account based),Direct Benefit Transfer,58278133,176102695035.51,1035934,2466206070.72,57242199,173636488964.79,2020-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,May,5,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),17632431,7401264811.88,1781756,566154354.13,15850675,6835110457.75,2020-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,May,5,NACH Credit - 306 format (Account based),Other credits,23644083,1158313774765.01,325222,24060622065.91,23318861,1134253152699.1,2020-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,May,5,NACH Credit - 156 format (Account based),Other credits,7999,470014155,9,549864,7990,469464291,2020-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,May,5,Total Credit,Total Credit,214983556,1484733100392.71,3360716,27322096402.19,211622840,1457411003990.52,2020-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,June,6,APBS (Aadhaar based),Direct Benefit Transfer,64881593,97119773000.66,46988,135663150.62,64834605,96984109850.04,2020-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,June,6,APBS (Aadhaar based),Direct Benefit Transfer (LPG),70342620,10633182964.89,105950,27273333.73,70236670,10605909631.16,2020-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,June,6,APBS (Aadhaar based),Other credits,1886144,9915224324.17,2653,65443215.91,1883491,9849781108.26,2020-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,June,6,NACH Credit - 306 format (Account based),Direct Benefit Transfer,71757485,180950257074.49,1834064,2853832305.18,69923421,178096424769.31,2020-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,June,6,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),12787411,3227433911.42,579148,226697914,12208263,3000735997.42,2020-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,June,6,NACH Credit - 306 format (Account based),Other credits,49176131,938181154142.64,1614405,10319903743.84,47561726,927861250398.8,2020-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,June,6,NACH Credit - 156 format (Account based),Other credits,8238,490154354,6,470099,8232,489684255,2020-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,June,6,Total Credit,Total Credit,270839622,1240517179772.27,4183214,13629283762.28,266656408,1226887896009.99,2020-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,July,7,APBS (Aadhaar based),Direct Benefit Transfer,52091531,79026581901.95,106805,250024294.67,51984726,78776557607.28,2020-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,July,7,APBS (Aadhaar based),Direct Benefit Transfer (LPG),64477984,3333770998.15,217636,18596627.14,64260348,3315174371.01,2020-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,July,7,APBS (Aadhaar based),Other credits,1668542,7394913638.26,4058,48842624.11,1664484,7346071014.15,2020-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,July,7,NACH Credit - 306 format (Account based),Direct Benefit Transfer,62757225,193041826319.2,2284863,3401859198.96,60472362,189639967120.24,2020-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,July,7,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),10391575,1129206592.22,710721,135489284.6,9680854,993717307.62,2020-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,July,7,NACH Credit - 306 format (Account based),Other credits,32204810,794914186683.16,404561,7492407447.34,31800249,787421779235.82,2020-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,July,7,NACH Credit - 156 format (Account based),Other credits,9190,517345235,12,262023,9178,517083212,2020-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,July,7,Total Credit,Total Credit,223600857,1079357831367.94,3728656,11347481499.82,219872201,1068010349868.12,2020-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,August,8,APBS (Aadhaar based),Direct Benefit Transfer,44114666,75151749038.14,85760,327537686.53,44028906,74824211351.61,2020-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,August,8,APBS (Aadhaar based),Direct Benefit Transfer (LPG),74060995,2677982632.17,347159,24040044.09,73713836,2653942588.08,2020-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,August,8,APBS (Aadhaar based),Other credits,1463375,5300088786.8,4522,46604090.03,1458853,5253484696.77,2020-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,August,8,NACH Credit - 306 format (Account based),Direct Benefit Transfer,127966227,266172935361.99,1509658,2766329249.44,126456569,263406606112.55,2020-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,August,8,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),12599863,1002542609.23,1203272,228994157.99,11396591,773548451.24,2020-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,August,8,NACH Credit - 306 format (Account based),Other credits,36952137,577507224168.71,450449,5862241946.55,36501688,571644982222.16,2020-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,August,8,NACH Credit - 156 format (Account based),Other credits,9833,548401835,12,353796,9821,548048039,2020-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,August,8,Total Credit,Total Credit,297167096,928360924432.04,3600832,9256100970.63,293566264,919104823461.41,2020-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,September,9,APBS (Aadhaar based),Direct Benefit Transfer,35290288,53754729189.25,148239,363569982.02,35142049,53391159207.23,2020-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,September,9,APBS (Aadhaar based),Direct Benefit Transfer (LPG),69110665,2772055545.39,444551,38146789.72,68666114,2733908755.67,2020-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,September,9,APBS (Aadhaar based),Other credits,1584071,5902237910.35,5627,58916251.92,1578444,5843321658.43,2020-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,September,9,NACH Credit - 306 format (Account based),Direct Benefit Transfer,66076311,106084268567.08,1288131,1753508258.31,64788180,104330760308.77,2020-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,September,9,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),10260062,701010290.18,786721,112368853.3,9473341,588641436.88,2020-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,September,9,NACH Credit - 306 format (Account based),Other credits,41642170,574971444257.6,460952,6935528086.61,41181218,568035916170.99,2020-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,September,9,NACH Credit - 156 format (Account based),Other credits,10382,552152453,15,683743,10367,551468710,2020-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,September,9,Total Credit,Total Credit,223973949,744737898212.85,3134236,9262721964.88,220839713,735475176247.97,2020-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,October,10,APBS (Aadhaar based),Direct Benefit Transfer,29636590,46572127108.26,68844,194582577.32,29567746,46377544530.94,2020-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,October,10,APBS (Aadhaar based),Direct Benefit Transfer (LPG),65602701,2284186101.4,230164,9693156.76,65372537,2274492944.64,2020-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,October,10,APBS (Aadhaar based),Other credits,945738,6450109018.97,2642,36425330.3,943096,6413683688.67,2020-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,October,10,NACH Credit - 306 format (Account based),Direct Benefit Transfer,60297749,131477063223.57,1931445,1707077155.59,58366304,129769986067.98,2020-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,October,10,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),8701604,378646217.78,332668,19094193.75,8368936,359552024.03,2020-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,October,10,NACH Credit - 306 format (Account based),Other credits,32580477,782007663780.41,469743,7818060693.92,32110734,774189603086.49,2020-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,October,10,NACH Credit - 156 format (Account based),Other credits,9176,520133283,14,858767,9162,858767,2020-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,October,10,Total Credit,Total Credit,197774035,969689928733.39,3035520,9785791874.64,194738515,959385721109.75,2020-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,November,11,APBS (Aadhaar based),Direct Benefit Transfer,56030890,151057288860.49,931781,1729721773.26,55099109,149327567087.23,2020-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,November,11,APBS (Aadhaar based),Direct Benefit Transfer (LPG),9617583,421869655.55,370321,17553674.53,9247262,404315981.02,2020-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,November,11,APBS (Aadhaar based),Other credits,45774743,809214066638.18,476279,6939702211.93,45298464,802274364426.25,2020-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,November,11,NACH Credit - 306 format (Account based),Direct Benefit Transfer,18999943,36135063695.09,40493,144117426.58,18959450,35990946268.51,2020-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,November,11,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),72834101,2511293696.13,216714,8798339.8,72617387,2502495356.33,2020-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,November,11,NACH Credit - 306 format (Account based),Other credits,895293,5354717840.55,1976,29199078.64,893317,5325518761.91,2020-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,November,11,NACH Credit - 156 format (Account based),Other credits,15476,574985912,22,726363,15454,574259549,2020-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,November,11,Total Credit,Total Credit,204168029,1005269286297.99,2037586,8869818867.74,202130443,996399467430.25,2020-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,December,12,APBS (Aadhaar based),Direct Benefit Transfer,25962759,60946275954.43,42627,143392382.95,25920132,60802883571.48,2021-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,December,12,APBS (Aadhaar based),Direct Benefit Transfer (LPG),74962586,2687732721.86,488930,52217448.49,74473656,2635515273.37,2021-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,December,12,APBS (Aadhaar based),Other credits,964474,18161011631.45,3696,275748483.47,960778,17885263147.98,2021-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,December,12,NACH Credit - 306 format (Account based),Direct Benefit Transfer,125647825,332475463977.73,911115,2469449986.15,124736710,330006013991.58,2021-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,December,12,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),11103815,709802786.18,373661,21072389.69,10730154,688730396.49,2021-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,December,12,NACH Credit - 306 format (Account based),Other credits,37359128,849357523232.53,949661,19509687088.87,36409467,829847836143.66,2021-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,December,12,NACH Credit - 156 format (Account based),Other credits,9183,550274604,69,3705885,9114,546568719,2021-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,December,12,Total Credit,Total Credit,276009770,1264888084908.18,2769759,22475273664.62,273240011,1242412811243.56,2021-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,January,1,APBS (Aadhaar based),Direct Benefit Transfer,36882524,57658902713.55,38225,115908411.09,36844299,57542994302.46,2021-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,January,1,APBS (Aadhaar based),Direct Benefit Transfer (LPG),83929867,3020013609.47,457025,49153454.81,83472842,2970860154.66,2021-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,January,1,APBS (Aadhaar based),Other credits,1615940,24323420040.97,4985,404041272.23,1610955,23919378768.74,2021-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,January,1,NACH Credit - 306 format (Account based),Direct Benefit Transfer,70078256,189123992314.96,993588,1988160221.63,69084668,187135832093.33,2021-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,January,1,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),15825158,879764786.11,2345527,185785137.36,13479631,693979648.75,2021-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,January,1,NACH Credit - 306 format (Account based),Other credits,25599485,776232861897.35,510180,23017210188.61,25089305,753215651708.74,2021-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,January,1,NACH Credit - 156 format (Account based),Other credits,10274,573548603,82,4149574,10192,569399029,2021-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,January,1,Total Credit,Total Credit,233941504,1051812503965.41,4349612,25764408259.73,229591892,1026048095705.68,2021-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,February,2,APBS (Aadhaar based),Direct Benefit Transfer,20863391,42517629668.08,34773,203427425.05,20828618,42314202243.03,2021-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,February,2,APBS (Aadhaar based),Direct Benefit Transfer (LPG),60490365,2103184795.95,341953,32206726.51,60148412,2070978069.44,2021-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,February,2,APBS (Aadhaar based),Other credits,2200224,9073424768.81,3991,164634917.35,2196233,8908789851.46,2021-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,February,2,NACH Credit - 306 format (Account based),Direct Benefit Transfer,44045970,106940757734.74,480452,979746082.91,43565518,105961011651.83,2021-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,February,2,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),9946604,490573556.65,1994853,140623050.42,7951751,349950506.23,2021-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,February,2,NACH Credit - 306 format (Account based),Other credits,29087254,681943251810.38,378475,9297679067.12,28708779,672645572743.25,2021-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,February,2,NACH Credit - 156 format (Account based),Other credits,9372,526477940,12,1287447,9360,525190493,2021-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,February,2,Total Credit,Total Credit,166643180,843595300274.61,3234509,10819604716.36,163408671,832775695558.24,2021-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,March,3,APBS (Aadhaar based),Direct Benefit Transfer,43333850,72277642116.2,78838,369089668.4,43255012,71908552447.8,2021-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,March,3,APBS (Aadhaar based),Direct Benefit Transfer (LPG),64388044,2369262724.85,493352,33256246.44,63894692,2336006478.41,2021-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,March,3,APBS (Aadhaar based),Other credits,5161008,36212572053.58,18484,316110350.11,5142524,35896461703.47,2021-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,March,3,NACH Credit - 306 format (Account based),Direct Benefit Transfer,96552724,218206349863.55,2158970,2344445460.84,94393754,215861904402.71,2021-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,March,3,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),11310112,821422800.25,1655647,134523361.11,9654465,686899439.14,2021-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,March,3,NACH Credit - 306 format (Account based),Other credits,57017365,1423796486311.04,1682836,14537971408.33,55334529,1409258514902.71,2021-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,March,3,NACH Credit - 156 format (Account based),Other credits,3879,156259353,9,1117238,3870,155142115,2021-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2021,March,3,Total Credit,Total Credit,277766982,1753839995222.47,6088136,17736513733.23,271678846,1736103481489.24,2021-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,April,4,APBS (Aadhaar based),Direct Benefit Transfer,29759314,44092747033.25,50642,144312426.92,29708672,43948434606.33,2021-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,April,4,APBS (Aadhaar based),Direct Benefit Transfer (LPG),65888689,2277398978.11,439849,23267075.36,65448840,2254131902.75,2021-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,April,4,APBS (Aadhaar based),Other credits,1602930,7330926720.22,3305,38905151.07,1599625,7292021569.15,2021-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,April,4,NACH Credit - 306 format (Account based),Direct Benefit Transfer,70716208,137254432995.19,845425,1597908999.74,69870783,135656523995.45,2021-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,April,4,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),9486845,434325120.34,1240761,75407998.25,8246084,358917122.09,2021-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,April,4,NACH Credit - 306 format (Account based),Other credits,22743648,876844642179.58,300155,8695671860.66,22443493,868148970318.92,2021-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,April,4,NACH Credit - 156 format (Account based),Other credits,16351,960772237,15,890388,16336,959881849,2021-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,April,4,Total Credit,Total Credit,200213985,1069195245263.69,2880152,10576363900,197333833,1058618881363.69,2021-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,May,5,APBS (Aadhaar based),Direct Benefit Transfer,64412232,150691516709.11,216282,500504214.27,64195950,150191012494.84,2021-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,May,5,APBS (Aadhaar based),Direct Benefit Transfer (LPG),68261932,2439199088.65,637544,33999790.82,67624388,2405199297.83,2021-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,May,5,APBS (Aadhaar based),Other credits,1633798,9484226342.1,4156,66169474.3,1629642,9418056867.8,2021-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,May,5,NACH Credit - 306 format (Account based),Direct Benefit Transfer,153323406,376861354106.77,1143527,2752449605.24,152179879,374108904501.53,2021-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,May,5,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),10053602,460483283.33,1376754,75326873.48,8676848,385156409.85,2021-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,May,5,NACH Credit - 306 format (Account based),Other credits,23254721,848276513379.42,280095,6342732656.77,22974626,841933780722.65,2021-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,May,5,NACH Credit - 156 format (Account based),Other credits,9120,523825692,24,1502261,9096,522323431,2021-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,May,5,Total Credit,Total Credit,320948811,1388737118601.38,3658382,9772684875.88,317290429,1378964433725.5,2021-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,June,6,APBS (Aadhaar based),Direct Benefit Transfer,44623149,68980820482.24,48525,118107238.23,44574624,68862713244.01,2021-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,June,6,APBS (Aadhaar based),Direct Benefit Transfer (LPG),67844034,2432391560.79,297394,16317216.18,67546640,2416074344.61,2021-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,June,6,APBS (Aadhaar based),Other credits,2363310,10012039821.34,4512,46041907.76,2358798,9965997913.58,2021-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
