fiscal_year,year,month,month_numeric,bankwise_type,bank_code,bank_name,total_mandates,accepted,accepted_pct,business_declines,business_declines_pct,technical_declines,technical_declines_pct,no_response_from_customer,no_response_from_customer_pct,total_response_received,total_response_received_pct,time_out,time_out_pct,updated_on,released_on,data_source,data_url
2025-26,2025,October,10,Sponsor,IBKL,IDBI BANK,"2,420","1,156",47.77,306,12.64,37,1.53,522,21.57,"2,021",83.51,399,16.49,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,ICIC,ICICI BANK LTD,"4,49,460","1,11,396",24.78,"95,834",21.32,"17,061",3.80,"1,41,661",31.52,"3,65,952",81.42,"83,508",18.58,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,IDFB,IDFC FIRST BANK LTD,"2,27,653","45,330",19.91,"59,224",26.02,"8,257",3.63,"66,356",29.15,"1,79,167",78.70,"48,486",21.30,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,IDIB,INDIAN BANK,"3,517","1,890",53.74,410,11.66,55,1.56,716,20.36,"3,071",87.32,446,12.68,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,INDB,INDUSIND BANK,"41,492","13,571",32.71,"6,951",16.75,702,1.69,"9,500",22.90,"30,724",74.05,"10,768",25.95,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,IOBA,INDIAN OVERSEAS BANK,274,61,22.26,147,53.65,6,2.19,29,10.58,243,88.69,31,11.31,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,JSFB,JANA SMALL FINANCE BANK LTD,"1,181",507,42.93,176,14.90,2,0.17,135,11.43,820,69.43,361,30.57,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,KARB,KARNATAKA BANK LTD,15,5,33.33,2,13.33,0,0.00,0,0.00,7,46.67,8,53.33,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,KKBK,KOTAK MAHINDRA BANK LTD,"1,18,215","24,523",20.74,"26,617",22.52,"3,471",2.94,"32,760",27.71,"87,371",73.91,"30,844",26.09,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,KVBL,KARUR VYSA BANK,89,40,44.94,13,14.61,1,1.12,16,17.98,70,78.65,19,21.35,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,MAHB,BANK OF MAHARASHTRA,487,278,57.08,51,10.47,7,1.44,82,16.84,418,85.83,69,14.17,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,NESF,NORTH EAST SMALL FINANCE BANK LIMITED,"1,112",209,18.79,198,17.81,23,2.07,431,38.76,861,77.43,251,22.57,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,PSIB,PUNJAB AND SIND BANK,346,148,42.77,56,16.18,7,2.02,74,21.39,285,82.37,61,17.63,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,PUNB,PUNJAB NATIONAL BANK,734,418,56.95,82,11.17,5,0.68,139,18.94,644,87.74,90,12.26,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,RATN,RBL BANK LIMITED,715,301,42.10,98,13.71,13,1.82,87,12.17,499,69.79,216,30.21,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,SBIN,STATE BANK OF INDIA,461,177,38.39,119,25.81,9,1.95,27,5.86,332,72.02,129,27.98,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,SCBL,STANDARD CHARTERED BANK,"26,174","9,490",36.26,"3,950",15.09,373,1.43,"5,028",19.21,"18,841",71.98,"7,333",28.02,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,SIBL,THE SOUTH INDIAN BANK LIMITED,192,80,41.67,30,15.63,7,3.65,26,13.54,143,74.48,49,25.52,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,SRCB,Saraswat Bank,373,192,51.47,45,12.06,7,1.88,53,14.21,297,79.62,76,20.38,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,STCB,SBM BANK INDIA LTD,4,2,50.00,0,0.00,0,0.00,1,25.00,3,75.00,1,25.00,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,SURY,SURYODAY SMALL FINANCE BANK LTD,326,100,30.67,50,15.34,14,4.29,88,26.99,252,77.30,74,22.70,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,UBIN,UNION BANK OF INDIA,"1,618",695,42.95,272,16.81,9,0.56,273,16.87,"1,249",77.19,369,22.81,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,UCBA,UCO BANK,147,60,40.82,16,10.88,0,0.00,51,34.69,127,86.39,20,13.61,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,USFB,UJJIVAN SMALL FINANCE BANK LTD,"2,682",664,24.76,433,16.14,46,1.72,709,26.44,"1,852",69.05,830,30.95,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,UTIB,AXIS BANK,"25,482","8,968",35.19,"3,398",13.33,503,1.97,"5,976",23.45,"18,845",73.95,"6,637",26.05,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,UTKS,UTKARSH SMALL FINANCE BANK LTD,91,32,35.16,24,26.37,0,0.00,13,14.29,69,75.82,22,24.18,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,YESB,YES BANK,"7,77,539","1,67,780",21.58,"1,75,494",22.57,"27,274",3.51,"2,55,123",32.81,"6,25,671",80.47,"1,51,868",19.53,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,AUBL,AU SMALL FINANCE BANK,"1,912",911,47.65,252,13.18,29,1.52,319,16.68,"1,511",79.03,401,20.97,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,BARB,BANK OF BARODA,"5,017","1,938",38.63,864,17.22,108,2.15,"1,279",25.49,"4,189",83.50,828,16.50,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,BDBL,BANDHAN BANK LTD,"1,183",416,35.16,238,20.12,15,1.27,205,17.33,874,73.88,309,26.12,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,BKID,BANK OF INDIA,"1,764",823,46.66,260,14.74,20,1.13,292,16.55,"1,395",79.08,369,20.92,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,CBIN,CENTRAL BANK OF INDIA,31,6,19.35,19,61.29,0,0.00,4,12.90,29,93.55,2,6.45,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,CHAS,J P MORGAN CHASE BANK NA,644,262,40.68,152,23.60,10,1.55,102,15.84,526,81.68,118,18.32,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,CITI,CITIBANK N A,"133,439","43,607",32.68,"25,219",18.90,"1,724",1.29,"42,646",31.96,"113,196",84.83,"20,243",15.17,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,CIUB,CITY UNION BANK LTD,10,1,10.00,1,10.00,0,0.00,2,20.00,4,40.00,6,60.00,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,CNRB,CANARA BANK,277,115,41.52,62,22.38,1,0.36,49,17.69,227,81.95,50,18.05,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,COSB,THE COSMOS COOP BANK LTD,15,8,53.33,1,6.67,0,0.00,2,13.33,11,73.33,4,26.67,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,CSBK,CSB BANK LTD,54,31,57.41,12,22.22,0,0.00,4,7.41,47,87.04,7,12.96,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,DBSS,DBS BANK INDIA LTD,"3,136","1,010",32.21,"1,020",32.53,32,1.02,556,17.73,"2,618",83.48,518,16.52,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,DEUT,DEUTSCHE BANK AG,"2,931",779,26.58,650,22.18,41,1.40,943,32.17,"2,413",82.33,518,17.67,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,ESAF,ESAF SMALL FINANCE BANK LTD,12,1,8.33,0,0.00,0,0.00,4,33.33,5,41.67,7,58.33,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,ESFB,EQUITAS SMALL FINANCE BANK LTD,332,76,22.89,70,21.08,4,1.20,80,24.10,230,69.28,102,30.72,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,FDRL,FEDERAL BANK,"33,412","3,709",11.10,"10,502",31.43,462,1.38,"9,550",28.58,"24,223",72.50,"9,189",27.50,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,HDFC,HDFC BANK LTD,"319,484","120,668",37.77,"59,455",18.61,"3,555",1.11,"78,678",24.63,"262,356",82.12,"57,128",17.88,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,HSBC,THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,"1,067",170,15.93,395,37.02,42,3.94,275,25.77,882,82.66,185,17.34,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,IBKL,IDBI BANK,"2,250","1,080",48.00,321,14.27,34,1.51,484,21.51,"1,919",85.29,331,14.71,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,ICIC,ICICI BANK LTD,"364,009","85,496",23.49,"90,347",24.82,"5,362",1.47,"117,495",32.28,"298,700",82.06,"65,309",17.94,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,IDFB,IDFC FIRST BANK LTD,"123,308","23,362",18.95,"33,393",27.08,"1,639",1.33,"34,394",27.89,"92,788",75.25,"30,520",24.75,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,IDIB,INDIAN BANK,"3,062","1,614",52.71,373,12.18,41,1.34,604,19.73,"2,632",85.96,430,14.04,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,INDB,INDUSIND BANK,"47,598","13,229",27.79,"9,217",19.36,924,1.94,"11,909",25.02,"35,279",74.12,"12,319",25.88,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,IOBA,INDIAN OVERSEAS BANK,177,46,25.99,70,39.55,1,0.56,34,19.21,151,85.31,26,14.69,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,JSFB,JANA SMALL FINANCE BANK LTD,914,337,36.87,171,18.71,3,0.33,106,11.60,617,67.51,297,32.49,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,KARB,KARNATAKA BANK LTD,22,2,9.09,8,36.36,3,13.64,6,27.27,19,86.36,3,13.64,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,KKBK,KOTAK MAHINDRA BANK LTD,"108,399","21,662",19.98,"26,866",24.78,"1,515",1.40,"30,056",27.73,"80,099",73.89,"28,300",26.11,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,KVBL,KARUR VYSA BANK,104,40,38.46,24,23.08,1,0.96,20,19.23,85,81.73,19,18.27,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,MAHB,BANK OF MAHARASHTRA,491,246,50.10,60,12.22,5,1.02,91,18.53,402,81.87,89,18.13,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,NESF,NORTH EAST SMALL FINANCE BANK LIMITED,"1,105",206,18.64,208,18.82,9,0.81,378,34.21,801,72.49,304,27.51,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,PSIB,PUNJAB AND SIND BANK,282,111,39.36,40,14.18,3,1.06,72,25.53,226,80.14,56,19.86,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,PUNB,PUNJAB NATIONAL BANK,695,362,52.09,81,11.65,11,1.58,137,19.71,591,85.04,104,14.96,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,RATN,RBL BANK LIMITED,526,212,40.30,68,12.93,6,1.14,83,15.78,369,70.15,157,29.85,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,SBIN,STATE BANK OF INDIA,342,113,33.04,101,29.53,1,0.29,26,7.60,241,70.47,101,29.53,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,SCBL,STANDARD CHARTERED BANK,"18,615","7,001",37.61,"3,194",17.16,202,1.09,"3,595",19.31,"13,992",75.17,"4,623",24.83,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,SIBL,THE SOUTH INDIAN BANK LIMITED,120,51,42.50,13,10.83,1,0.83,26,21.67,91,75.83,29,24.17,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,SRCB,Saraswat Bank,363,146,40.22,69,19.01,7,1.93,71,19.56,293,80.72,70,19.28,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,STCB,SBM BANK INDIA LTD,7,2,28.57,2,28.57,0,0.00,3,42.86,7,100.00,0,0.00,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,SURY,SURYODAY SMALL FINANCE BANK LTD,484,70,14.46,139,28.72,10,2.07,153,31.61,372,76.86,112,23.14,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,UBIN,UNION BANK OF INDIA,"1,529",630,41.20,297,19.42,22,1.44,236,15.43,"1,185",77.50,344,22.50,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,UCBA,UCO BANK,77,32,41.56,15,19.48,3,3.90,17,22.08,67,87.01,10,12.99,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,USFB,UJJIVAN SMALL FINANCE BANK LTD,"2,037",464,22.78,361,17.72,30,1.47,555,27.25,"1,410",69.22,627,30.78,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,UTIB,AXIS BANK,"25,444","8,118",31.91,"4,133",16.24,360,1.41,"6,064",23.83,"18,675",73.40,"6,769",26.60,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,UTKS,UTKARSH SMALL FINANCE BANK LTD,101,30,29.70,19,18.81,0,0.00,27,26.73,76,75.25,25,24.75,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Sponsor,YESB,YES BANK,"753,102","151,856",20.16,"204,012",27.09,"13,265",1.76,"239,470",31.80,"608,603",80.81,"144,499",19.19,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,December,12,Sponsor,AUBL,AU SMALL FINANCE BANK,"1,727",823,47.65,227,13.14,18,1.04,320,18.53,"1,388",80.37,339,19.63,2026-04-06,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,December,12,Sponsor,BARB,BANK OF BARODA,"6,265","2,492",39.78,"1,045",16.68,120,1.92,"1,551",24.76,"5,208",83.13,"1,057",16.87,2026-04-06,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
