fiscal_year,year,month,month_numeric,bankwise_type,bank_code,bank_name,total_mandates,accepted,accepted_pct,business_declines,business_declines_pct,technical_declines,technical_declines_pct,no_response_from_customer,no_response_from_customer_pct,total_response_received,total_response_received_pct,time_out,time_out_pct,updated_on,released_on,data_source,data_url
2024-25,2024,April,4,Destination,KKBK,KOTAK MAHINDRA BANK LTD,248388,136039,54.77,5007,2.02,589,0.24,66281,26.68,207916,83.71,40472,16.29,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,KVBL,KARUR VYSA BANK,56005,6203,11.08,1915,3.42,0,0,25046,44.72,33164,59.22,22841,40.78,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,KVGB,KARNATAKA VIKAS GRAMEENA BANK,1787,48,2.69,0,0,0,0,138,7.72,186,10.41,1601,89.59,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,MAHB,BANK OF MAHARASHTRA,11372,1077,9.47,212,1.86,26,0.23,9280,81.6,10595,93.17,777,6.83,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,NSPB,NSDL Payments Banks Ltd,672,126,18.75,113,16.82,19,2.83,101,15.03,359,53.42,313,46.58,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,PSIB,PUNJAB AND SIND BANK,1860,0,0,0,0,0,0,526,28.28,526,28.28,1334,71.72,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,PUNB,PUNJAB NATIONAL BANK,76578,8301,10.84,42417,55.39,492,0.64,20217,26.4,71427,93.27,5151,6.73,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,PYTM,PAYTM PAYMENTS BANK LTD,717,0,0,0,0,0,0,155,21.62,155,21.62,562,78.38,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,RATN,RBL BANK LIMITED,4731,1387,29.32,92,1.94,0,0,3032,64.09,4511,95.35,220,4.65,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,SBIN,STATE BANK OF INDIA,689743,193344,28.03,199255,28.89,1,0,273440,39.64,666040,96.56,23703,3.44,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,SCBL,STANDARD CHARTERED BANK,16615,7501,45.15,1190,7.16,0,0,4236,25.5,12927,77.8,3688,22.2,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,SIBL,THE SOUTH INDIAN BANK LIMITED,7317,1205,16.47,4565,62.39,27,0.37,1323,18.08,7120,97.31,197,2.69,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,STCB,SBM BANK INDIA LTD,214,12,5.61,145,67.76,0,0,28,13.08,185,86.45,29,13.55,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,SURY,SURYODAY SMALL FINANCE BANK LTD,740,254,34.32,247,33.38,18,2.43,176,23.78,695,93.92,45,6.08,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,TMBL,TAMILNAD MERCANTILE BANK LTD,3388,368,10.86,2171,64.08,81,2.39,135,3.98,2755,81.32,633,18.68,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,UBIN,UNION BANK OF INDIA,60261,5822,9.66,38876,64.51,1261,2.09,4804,7.97,50763,84.24,9498,15.76,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,UCBA,UCO BANK,58375,4111,7.04,194,0.33,8,0.01,5865,10.05,10178,17.44,48197,82.56,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,USFB,UJJIVAN SMALL FINANCE BANK LTD,4577,282,6.16,1094,23.9,0,0,815,17.81,2191,47.87,2386,52.13,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,UTIB,AXIS BANK,113699,30232,26.59,41963,36.91,352,0.31,39242,34.51,111789,98.32,1910,1.68,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,VARA,THE VARACHHA CO OP BANK LTD,1060,56,5.28,158,14.91,59,5.57,202,19.06,475,44.81,585,55.19,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,April,4,Destination,YESB,YES BANK,14114,5006,35.47,1136,8.05,0,0,4282,30.34,10424,73.86,3690,26.14,2026-04-06,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,May,5,Destination,AIRP,AIRTEL PAYMENTS BANK LTD,36147,19437,53.77209726948294,10535,29.14488062633137,17,0.04703018231111849,2651,7.333941959222065,32640,90.29795003734749,3507,9.702049962652502,2026-04-06,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,May,5,Destination,AKOX,THE AKOLA URBAN CO OP BANK LTD,18,0,0,0,0,0,0,7,38.88888888888889,7,38.88888888888889,11,61.111111111111114,2026-04-06,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,May,5,Destination,APGB,ANDHRA PRAGATHI GRAMEENA BANK,1081,174,16.096207215541167,0,0,0,0,135,12.488436632747456,309,28.58464384828862,772,71.41535615171138,2026-04-06,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,May,5,Destination,AUBL,AU SMALL FINANCE BANK,7830,1702,21.73690932311622,1492,19.05491698595147,21,0.2681992337164751,4567,58.32694763729247,7782,99.38697318007664,48,0.6130268199233717,2026-04-06,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2024-25,2024,May,5,Destination,BARB,BANK OF BARODA,122112,9692,7.936975890985325,3761,3.0799593815513626,2351,1.9252817085953877,87815,71.9134892557652,103619,84.85570623689728,18493,15.144293763102725,2026-04-06,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
