fiscal_year,year,month,month_numeric,imps_remitter_bank,volume_lakhs,value_cr,updated_on,released_on,data_source,data_url
2022-23,2022,October,10,The South Indian Bank,0.62,130.34,2026-04-03,2022-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,October,10,Punjab national Bank,0.34,249.34,2026-04-03,2022-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,October,10,IndusInd Bank,0.12,92.54,2026-04-03,2022-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,October,10,Kotak Mahindra Bank,0.11,48.07,2026-04-03,2022-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,October,10,Canara Bank,0.06,12.24,2026-04-03,2022-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,October,10,State Bank of India,0.02,7.27,2026-04-03,2022-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,October,10,Yes Bank Ltd,12.67,5436.94,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,October,10,Federal Bank,12.57,4775.24,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,October,10,HDFC Bank,11.41,3988.42,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,October,10,ICICI Bank,3.98,1309.95,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,October,10,RBL Bank Limited,3.27,1553.26,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,October,10,The South Indian Bank,2.43,530.56,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,October,10,Axis Bank,0.58,286.99,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,October,10,Punjab national Bank,0.48,333.91,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,October,10,State Bank of India,0.21,89.66,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,October,10,Kotak Mahindra Bank,0.19,78.04,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,October,10,Indusind Bank,0.19,99.86,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,October,10,Canara Bank,0.03,5.32,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,September,9,Federal Bank,12.68,4764.62,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,September,9,Yes Bank Ltd,11.43,4977.65,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,September,9,HDFC Bank,10.6,3712.91,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,September,9,RBL Bank Limited,3.72,1675.32,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,September,9,ICICI Bank,3.58,1181.82,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,September,9,The South Indian Bank,2.41,518.09,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,September,9,Axis Bank,0.55,262.51,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,September,9,Punjab national Bank,0.5,350.17,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,September,9,Indusind Bank,0.21,113.57,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,September,9,State Bank of India,0.19,84.83,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,September,9,Kotak Mahindra Bank,0.14,59.73,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,September,9,Canara Bank,0.03,5.25,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
