fiscal_year,year,month,month_numeric,day,date_stamp,volume_in_mn,value_in_cr,updated_on,released_on,data_source,data_url
2025-26,2025,December,12,14,2025-12-14,2.88,689.58,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,15,2025-12-15,3.62,904.13,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,16,2025-12-16,3.23,818.16,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,17,2025-12-17,3.06,777.69,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,18,2025-12-18,2.89,751.28,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,19,2025-12-19,2.69,696.32,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,20,2025-12-20,2.69,692.23,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,21,2025-12-21,2.34,571.92,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,22,2025-12-22,2.86,740.46,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,23,2025-12-23,2.69,696.01,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,24,2025-12-24,2.76,709.06,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,25,2025-12-25,2.57,654.54,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,26,2025-12-26,2.62,680.77,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,27,2025-12-27,2.50,655.71,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,28,2025-12-28,2.08,507.57,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,29,2025-12-29,2.74,723.69,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,30,2025-12-30,2.70,715.64,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,31,2025-12-31,2.94,746.41,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,1,2026-01-01,2.88,691.94,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,2,2026-01-02,3.19,843.11,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,3,2026-01-03,3.00,797.29,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,4,2026-01-04,2.61,678.35,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,5,2026-01-05,3.17,858.78,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,6,2026-01-06,2.92,784.00,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,7,2026-01-07,2.98,812.03,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,8,2026-01-08,3.28,874.60,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,9,2026-01-09,3.38,890.16,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,10,2026-01-10,3.44,905.38,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,11,2026-01-11,3.24,765.55,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,12,2026-01-12,4.08,1009.40,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,13,2026-01-13,4.11,1011.71,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,14,2026-01-14,3.52,868.42,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,15,2026-01-15,3.28,836.05,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,16,2026-01-16,3.27,835.51,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,17,2026-01-17,3.45,857.25,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,18,2026-01-18,2.78,679.68,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,19,2026-01-19,3.48,891.95,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,20,2026-01-20,3.28,850.25,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,21,2026-01-21,3.18,836.45,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,22,2026-01-22,3.01,782.88,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,23,2026-01-23,2.71,690.70,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,24,2026-01-24,2.91,768.39,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,25,2026-01-25,2.47,606.66,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,26,2026-01-26,2.53,634.32,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,27,2026-01-27,2.94,788.09,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,28,2026-01-28,2.73,722.77,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,29,2026-01-29,2.62,709.95,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,30,2026-01-30,2.61,717.98,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,January,1,31,2026-01-31,2.64,737.84,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,1,2026-02-01,2.56,703.56,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,2,2026-02-02,3.28,953.55,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,3,2026-02-03,2.89,844.17,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,4,2026-02-04,2.95,865.72,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,5,2026-02-05,2.88,833.78,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,6,2026-02-06,2.87,816.52,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,7,2026-02-07,3.05,881.72,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,8,2026-02-08,2.78,784.20,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,9,2026-02-09,3.33,963.51,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,10,2026-02-10,3.22,919.06,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,11,2026-02-11,3.86,1001.07,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,12,2026-02-12,3.72,990.12,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,13,2026-02-13,4.22,1347.76,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,14,2026-02-14,3.90,1164.31,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,15,2026-02-15,2.94,744.18,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,16,2026-02-16,3.68,1029.10,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,17,2026-02-17,3.47,997.34,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,18,2026-02-18,3.19,938.31,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,19,2026-02-19,2.93,840.57,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,20,2026-02-20,2.75,776.20,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,21,2026-02-21,2.69,757.14,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,22,2026-02-22,2.32,618.91,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,23,2026-02-23,2.84,798.93,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,24,2026-02-24,3.09,826.95,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,25,2026-02-25,2.90,777.32,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,26,2026-02-26,2.75,770.76,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,27,2026-02-27,2.77,790.23,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,February,2,28,2026-02-28,2.90,860.41,2026-04-03,2026-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,March,3,1,2026-03-01,2.85,822.85,2026-04-03,2026-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,March,3,2,2026-03-02,3.70,1118.10,2026-04-03,2026-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,March,3,3,2026-03-03,3.08,884.20,2026-04-03,2026-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,March,3,4,2026-03-04,1.72,491.60,2026-04-03,2026-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,March,3,5,2026-03-05,2.95,882.48,2026-04-03,2026-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,March,3,6,2026-03-06,3.08,934.21,2026-04-03,2026-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,March,3,7,2026-03-07,2.94,913.07,2026-04-03,2026-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,March,3,8,2026-03-08,2.62,806.43,2026-04-03,2026-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,March,3,9,2026-03-09,3.54,1151.95,2026-04-03,2026-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,March,3,10,2026-03-10,3.59,1185.34,2026-04-03,2026-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,March,3,11,2026-03-11,4.24,1264.14,2026-04-03,2026-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,March,3,12,2026-03-12,3.88,1108.13,2026-04-03,2026-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2026,March,3,13,2026-03-13,3.64,1026.60,2026-04-03,2026-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
