fiscal_year,year,month,month_numeric,day,date_stamp,volume_in_mn,value_in_cr,updated_on,released_on,data_source,data_url
2023-24,2023,July,7,15,2023-07-15,3.35,888.89,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,July,7,16,2023-07-16,2.83,704.18,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,July,7,17,2023-07-17,3.47,912.15,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,July,7,18,2023-07-18,3.61,952.15,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,July,7,19,2023-07-19,3.48,923.79,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,July,7,20,2023-07-20,3.23,857.34,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,July,7,21,2023-07-21,3.23,864.09,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,July,7,22,2023-07-22,3.04,818.28,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,July,7,23,2023-07-23,2.50,610.05,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,July,7,24,2023-07-24,3.21,848.02,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,July,7,25,2023-07-25,2.94,775.99,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,July,7,26,2023-07-26,2.99,789.91,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,July,7,27,2023-07-27,3.52,898.97,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,July,7,28,2023-07-28,5.10,1229.27,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,July,7,29,2023-07-29,4.42,1069.68,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,July,7,30,2023-07-30,3.44,804.71,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,July,7,31,2023-07-31,4.37,1126.80,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,1,2023-08-01,4.38,1223.26,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,2,2023-08-02,4.05,1116.69,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,3,2023-08-03,3.90,1054.88,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,4,2023-08-04,3.75,1001.71,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,5,2023-08-05,3.53,930.31,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,6,2023-08-06,2.95,723.19,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,7,2023-08-07,3.68,989.17,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,8,2023-08-08,3.58,962.24,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,9,2023-08-09,3.53,931.49,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,10,2023-08-10,3.71,969.50,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,11,2023-08-11,4.06,1019.75,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,12,2023-08-12,3.71,935.70,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,13,2023-08-13,2.95,694.09,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,14,2023-08-14,4.04,1006.86,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,15,2023-08-15,2.74,665.30,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,16,2023-08-16,3.42,868.33,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,17,2023-08-17,3.10,794.70,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,18,2023-08-18,3.11,800.93,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,19,2023-08-19,2.95,757.96,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,20,2023-08-20,2.62,624.69,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,21,2023-08-21,3.06,773.62,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,22,2023-08-22,2.83,729.50,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,23,2023-08-23,2.90,739.97,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,24,2023-08-24,3.00,766.89,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,25,2023-08-25,3.12,809.39,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,26,2023-08-26,3.23,854.47,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,27,2023-08-27,2.67,646.05,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,28,2023-08-28,3.87,955.47,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,29,2023-08-29,4.21,1010.57,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,30,2023-08-30,3.83,897.02,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,August,8,31,2023-08-31,3.09,769.00,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,1,2023-09-01,3.88,1092.44,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,2,2023-09-02,3.54,992.09,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,3,2023-09-03,3.08,795.11,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,4,2023-09-04,3.82,1024.35,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,5,2023-09-05,3.50,934.26,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,6,2023-09-06,3.47,935.56,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,7,2023-09-07,3.46,919.26,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,8,2023-09-08,3.57,939.14,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,9,2023-09-09,3.53,924.78,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,10,2023-09-10,3.09,747.85,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,11,2023-09-11,4.48,1067.51,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,12,2023-09-12,4.13,1025.27,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,13,2023-09-13,3.82,958.97,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,14,2023-09-14,3.65,919.85,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,15,2023-09-15,3.80,924.77,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,16,2023-09-16,3.44,847.76,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,17,2023-09-17,2.82,655.40,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,18,2023-09-18,3.22,783.81,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,19,2023-09-19,3.23,807.93,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,20,2023-09-20,3.27,828.85,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,21,2023-09-21,3.06,772.97,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,22,2023-09-22,3.04,773.00,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,23,2023-09-23,2.90,753.40,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,24,2023-09-24,2.53,598.96,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,25,2023-09-25,3.20,813.40,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,26,2023-09-26,2.90,751.30,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,27,2023-09-27,2.88,755.58,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,28,2023-09-28,2.67,702.70,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,29,2023-09-29,2.69,726.08,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,September,9,30,2023-09-30,2.48,704.62,2026-04-03,2023-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,1,2023-10-01,2.74,742.05,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,2,2023-10-02,3.17,870.78,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,3,2023-10-03,3.16,893.52,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,4,2023-10-04,3.26,896.72,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,5,2023-10-05,3.81,955.71,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,6,2023-10-06,3.79,930.69,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,7,2023-10-07,3.54,896.14,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,8,2023-10-08,3.12,786.72,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,9,2023-10-09,3.93,1023.66,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,10,2023-10-10,3.72,967.14,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,11,2023-10-11,3.68,942.34,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,12,2023-10-12,3.63,930.72,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,13,2023-10-13,3.57,918.52,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,14,2023-10-14,3.15,803.96,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,15,2023-10-15,3.08,743.93,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,16,2023-10-16,3.78,955.62,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,17,2023-10-17,3.61,924.74,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,18,2023-10-18,3.50,904.36,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,19,2023-10-19,3.36,869.48,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,20,2023-10-20,3.38,875.91,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,21,2023-10-21,3.31,850.72,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,22,2023-10-22,2.71,656.78,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,23,2023-10-23,2.79,688.83,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,24,2023-10-24,2.54,589.25,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,25,2023-10-25,2.68,680.25,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,26,2023-10-26,2.73,707.11,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,27,2023-10-27,2.79,718.53,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,28,2023-10-28,2.54,666.16,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,29,2023-10-29,2.21,539.95,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,30,2023-10-30,2.85,762.92,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,October,10,31,2023-10-31,2.56,685.10,2026-04-03,2023-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,1,2023-11-01,3.09,891.48,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,2,2023-11-02,2.91,848.04,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,3,2023-11-03,2.99,858.59,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,4,2023-11-04,2.87,827.44,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,5,2023-11-05,2.54,687.13,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,6,2023-11-06,3.22,921.19,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,7,2023-11-07,3.46,993.82,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,8,2023-11-08,3.96,1119.45,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,9,2023-11-09,3.95,1139.09,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,10,2023-11-10,4.79,1364.11,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,11,2023-11-11,5.41,1514.69,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,12,2023-11-12,3.79,983.13,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,13,2023-11-13,3.28,891.56,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,14,2023-11-14,3.80,998.02,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,15,2023-11-15,4.56,1145.72,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,16,2023-11-16,5.76,1425.06,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,17,2023-11-17,5.06,1275.63,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,18,2023-11-18,4.83,1225.43,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,19,2023-11-19,3.16,753.11,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,20,2023-11-20,4.02,1032.16,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,21,2023-11-21,3.73,967.98,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,22,2023-11-22,3.25,849.92,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,23,2023-11-23,3.46,897.36,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,24,2023-11-24,3.06,809.53,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,25,2023-11-25,2.98,809.37,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,26,2023-11-26,2.65,668.11,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,27,2023-11-27,2.83,750.91,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,28,2023-11-28,3.01,808.75,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,29,2023-11-29,2.86,771.85,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,November,11,30,2023-11-30,2.67,743.36,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,1,2023-12-01,3.26,966.21,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,2,2023-12-02,3.16,933.40,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,3,2023-12-03,2.54,694.61,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,4,2023-12-04,3.26,939.58,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,5,2023-12-05,2.96,840.86,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,6,2023-12-06,2.75,774.28,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,7,2023-12-07,2.72,773.27,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,8,2023-12-08,3.43,959.61,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,9,2023-12-09,3.47,947.38,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,10,2023-12-10,2.91,730.29,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,11,2023-12-11,4.03,1009.46,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,12,2023-12-12,3.79,961.36,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,13,2023-12-13,3.67,949.49,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,14,2023-12-14,3.41,882.37,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,15,2023-12-15,3.44,870.48,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,16,2023-12-16,3.29,823.49,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,17,2023-12-17,2.76,662.93,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,18,2023-12-18,3.48,868.67,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,19,2023-12-19,3.18,803.84,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,20,2023-12-20,3.04,775.97,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,21,2023-12-21,2.79,728.01,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,22,2023-12-22,2.73,701.15,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,23,2023-12-23,2.74,725.87,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,24,2023-12-24,2.27,558.99,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,25,2023-12-25,2.64,671.96,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,26,2023-12-26,2.67,696.96,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,27,2023-12-27,2.62,692.42,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,28,2023-12-28,2.56,683.21,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,29,2023-12-29,2.50,678.15,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2023,December,12,30,2023-12-30,2.44,670.31,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
