fiscal_year,year,month,month_numeric,imps_beneficiary_banks,total_volume_mn,approved_pct,bd_pct,td_pct,deemed_approved_pct,updated_on,released_on,data_source,data_url
2021-22,2022,February,2,Federal Bank,6.05,91.04,3.57,5.15,0.24,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Indian Overseas Bank,5.88,96.94,2.74,0.18,0.14,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,UCO Bank,5.76,88.94,2.05,8.36,0.64,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Indusind Bank,4.78,95.91,2.63,1.4,0.06,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Karnataka Bank,3.48,95.94,2.14,1.3,0.62,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Airtel Payments Bank,3.32,93.38,5.13,1.32,0.17,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Yes Bank Ltd,3.22,87.68,10.19,1.92,0.21,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Karur Vysya Bank,3.17,95.55,3.2,0.99,0.25,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,IDFC BANK,2.78,93.12,3.18,3.56,0.14,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Punjab and Sind Bank,2.61,40.55,2.11,56.01,1.33,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,India Post Payments Bank Limited,2.53,93.15,3.73,2.53,0.59,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Baroda Uttar Pradesh Gramin Bank,2.37,86.36,6.64,5.58,1.42,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Bandhan Bank limited,2.36,96.03,3.36,0.49,0.11,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,The South Indian Bank,1.96,96.95,2.64,0.3,0.1,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Citibank,1.72,97.31,2.46,0.19,0.04,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Equitas Small Finance Bank,1.67,96.06,2.91,0.9,0.13,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Tamilnaad Mercantile Bank,1.59,95.73,2.59,1.17,0.51,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,City Union Bank,1.58,94.26,2.19,3.45,0.09,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Fino Payments Bank,1.25,94.5,5.2,0.17,0.13,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,RBL Bank Limited,1.2,91.94,5.5,0.89,1.68,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Saraswat Co-operative Bank,1.16,97.21,1.94,0.52,0.33,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Jammu and Kashmir Bank,1.08,90.07,3.46,5.1,1.37,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,AU Small Finance Bank,1.02,93.99,4.61,1.07,0.33,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Development Bank of Singapore,1,81.68,17.9,0.34,0.07,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Madhya Bihar Gramin Bank,0.91,88.87,8.12,1.05,1.96,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Ujjivan Small Finance Bank Limited,0.83,94.58,2.97,0.94,1.51,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Maharashtra Gramin Bank,0.8,94.26,2.34,1.92,1.49,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Standard Chartered Bank,0.71,95.51,2.91,1.41,0.17,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Pragathi Krishna Gramin Bank-IMPS,0.67,96.9,1.56,1,0.53,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Baroda Rajasthan Kshetriya Gramin Bank,0.58,94.31,2.91,2.11,0.67,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Rajasthan Marudhara Gramin Bank,0.56,95.32,1.73,1.48,1.47,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Sarva U.P. Gramin Bank,0.54,88.19,10.68,0.15,0.99,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Kerala Gramin Bank -IMPS,0.52,97.03,1.61,1.02,0.34,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,The Nainital Bank Ltd,0.47,16.02,1.72,81.8,0.46,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,February,2,Abhyudaya Co-operative Bank,0.46,95.67,0.78,3.11,0.45,2026-04-03,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,State Bank of India,101.86,96.01,2.49,0.76,0.74,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,HDFC Bank,39.19,97.41,2.24,0.33,0.02,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Bank of Baroda,31.7,95.65,3.87,0.31,0.18,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Union Bank of India,27.31,97.18,2.63,0.1,0.09,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Punjab national Bank,24.33,95.06,3.81,0.35,0.79,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Canara Bank,21.4,92.34,1.77,2.78,3.12,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,ICICI Bank,20.78,95.49,3.92,0.53,0.06,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Kotak Mahindra Bank,19.73,95.89,3.74,0.16,0.21,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Bank Of India,18.53,95.39,3.22,0.71,0.68,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Indian Bank,15.17,92.49,4.64,2.02,0.85,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Axis Bank,13.28,96.26,3.32,0.27,0.16,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Paytm Payments Bank,12.7,92.38,7.4,0.19,0.02,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Central Bank of India,11.08,94.31,2.66,1.9,1.12,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Federal Bank,6.94,94.7,4.82,0.09,0.39,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Indian Overseas Bank,6.78,95.27,3.21,1.15,0.37,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,IDBI Bank,6.71,91.66,4.06,3.79,0.48,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,UCO Bank,6.71,97.1,2.49,0.25,0.17,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Bank of Maharashtra,6.08,96.24,3.61,0.12,0.02,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Indusind Bank,5.56,96.19,2.4,1.25,0.16,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Airtel Payments Bank,4.8,92.69,4.65,1.13,1.53,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,India Post Payments Bank Limited,4.75,92.21,6.23,0.75,0.82,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Yes Bank Ltd,4.23,92.4,5.39,1.16,1.05,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,IDFC BANK,4.08,90.45,8.92,0.36,0.27,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Karnataka Bank,3.58,92.47,2.24,3.82,1.47,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Bandhan Bank limited,3.13,93.16,5.89,0.34,0.6,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Karur Vysya Bank,3.09,95.26,3.23,0.7,0.81,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Baroda Uttar Pradesh Gramin Bank,2.66,91.93,2.98,3.65,1.43,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Fino Payments Bank,2.26,89.65,6.75,2.64,0.96,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,The South Indian Bank,2.25,97.32,2.63,0.03,0.03,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Jammu and Kashmir Bank,1.95,90.58,2.7,5.4,1.32,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,The Akola District Central Co-op. Bank Ltd. Akola,1.74,1.28,0.07,98.61,0.04,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Tamilnaad Mercantile Bank,1.72,95.95,2.69,0.91,0.45,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Citibank,1.66,96.25,3.01,0.69,0.05,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,City Union Bank,1.65,92.08,3.58,2.22,2.12,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Equitas Small Finance Bank,1.46,86.95,10.04,2.87,0.14,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Punjab and Sind Bank,1.45,96.03,2.33,0.37,1.27,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,AU Small Finance Bank,1.37,95.16,4.18,0.24,0.42,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Saraswat Co-operative Bank,1.17,93.43,2.54,3.84,0.19,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Maharashtra Gramin Bank,1.16,91.68,0.99,6.29,1.05,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Development Bank of Singapore,1.01,89.16,9.44,0.02,1.38,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Madhya Bihar Gramin Bank,1,95.52,4.15,0.06,0.27,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Ujjivan Small Finance Bank Limited,1,95.05,4.57,0.15,0.23,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,RBL Bank Limited,0.97,92.77,6.13,0.02,1.08,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Standard Chartered Bank,0.75,96.24,3.31,0.32,0.13,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Karnataka Gramin Bank,0.72,97.54,1.88,0.17,0.4,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Rajasthan Marudhara Gramin Bank,0.71,91.87,0.59,3.26,4.28,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Sarva U.P. Gramin Bank,0.67,92.76,6.76,0.08,0.39,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Kerala Gramin Bank,0.66,98.31,1.4,0.13,0.16,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Baroda Rajasthan Kshetriya Gramin Bank,0.6,94.65,3.16,0.81,1.38,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Fincare Small Finance Bank,0.5,85.83,13.02,0.49,0.66,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,State Bank of India,120.97,97.44,1.55,0.84,0.17,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,HDFC Bank,46.02,96.81,1.81,1.36,0.02,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,BANK OF BARODA,36.06,97.24,1.76,0.65,0.36,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Punjab national Bank,32.53,97.43,2.43,0,0.13,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Union Bank of India,32.08,97.07,2.59,0.12,0.22,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Kotak Mahindra Bank,26.46,95.66,2,1.73,0.61,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Canara Bank,23.63,97.63,2.05,0.21,0.11,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,ICICI Bank,20.36,95.43,4.51,0.05,0.01,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Bank Of India,19.5,96.06,2.4,1.34,0.2,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Indian Bank,16.97,98.21,1.67,0,0.12,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Paytm Payments Bank,14.42,95.66,4.32,0.01,0.02,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Axis Bank,14.35,97.42,2.54,0.02,0.02,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Airtel Payments Bank,13.34,96.89,2.51,0.51,0.1,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Central Bank of India,12.4,95.58,2.18,1.39,0.85,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,India Post Payments Bank Limited,9.35,86.89,5,6.68,1.43,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Federal Bank,9.22,94.28,5.6,0.03,0.09,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Indusind Bank,8.91,97.26,2.17,0.12,0.45,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Indian Overseas Bank,7.25,96.1,2.4,0.88,0.61,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,IDBI Bank,6.68,93.86,4.05,1.96,0.13,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Bank of Maharashtra,5.97,97.22,2.68,0.03,0.07,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Karnataka Bank,4.05,97.25,2.07,0.18,0.51,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Yes Bank Ltd,4.03,83.44,16.12,0.36,0.08,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,IDFC BANK,4.02,94.78,3.02,2.14,0.06,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Bandhan Bank limited,3.96,96.01,3.17,0.48,0.34,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Fino Payments Bank,3.73,87.7,11,0.26,1.04,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Jammu and Kashmir Bank,3.64,96.75,2.4,0.48,0.38,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Karur Vysya Bank,3.42,97.13,2.76,0.06,0.05,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,The South Indian Bank,2.83,97.56,2.36,0.08,0.01,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Baroda Uttar Pradesh Gramin Bank,2.7,94.62,4.34,0.77,0.27,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,AU Small Finance Bank,2.39,95.75,2.43,1.28,0.53,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Tamilnaad Mercantile Bank,2,97.02,2.18,0.03,0.77,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Punjab and Sind Bank,1.87,87.56,1.53,5.26,5.64,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,City Union Bank,1.89,93.19,5.18,1.41,0.22,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Equitas Small Finance Bank,1.75,93.42,5.41,0.71,0.45,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Maharashtra Gramin Bank,1.53,92.37,1.86,3.55,2.22,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Citibank,1.45,96.4,2.87,0.68,0.04,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,RBL Bank Limited,1.44,95.76,3.56,0.09,0.59,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Ujjivan Small Finance Bank Limited,1.36,95.25,4.63,0.01,0.11,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Development Bank of Singapore,1.26,88.71,10.82,0.21,0.26,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,The Surat Mercantile Co-Op. bank Ltd.,0.14,50.8,39.51,5.2,4.49,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Rajasthan Marudhara Gramin Bank,1.15,93.19,1.84,2.96,2.01,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Madhya Bihar Gramin Bank,1.15,95.39,3.4,0,1.21,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Saraswat Co-operative Bank,1.14,97.88,1.96,0.02,0.14,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Pragathi Krishna Gramin Bank-IMPS,0.97,97.45,2.13,0.26,0.15,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Sarva U.P. Gramin Bank,0.85,92.23,7.48,0,0.29,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Andhra Pradesh Grameena Vikas Bank,0.84,93.43,2.05,2.93,1.59,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Kerala Gramin Bank -IMPS,0.81,97.65,1.79,0.26,0.29,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Jio Payments Bank Ltd - IMPS,0.79,94.96,4.32,0.45,0.27,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,FINCARE SMALL FINANCE BANK LTD,0.7,81.6,18.25,0.06,0.08,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Standard Chartered Bank,0.68,96.31,3.3,0.35,0.04,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,State Bank of India,100.53,93.91,3.51,2.4,0.19,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,HDFC Bank,39.98,95.98,2.35,1.61,0.06,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Union Bank of India,33.77,70.19,5.4,23.02,1.39,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,ICICI Bank,31.8,95.29,4.27,0.43,0.02,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
