fiscal_year,year,month,month_numeric,imps_beneficiary_banks,total_volume_mn,approved_pct,bd_pct,td_pct,deemed_approved_pct,updated_on,released_on,data_source,data_url
2021-22,2022,January,1,BANK OF BARODA,31.22,95.43,3.61,0.6,0.36,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Punjab national Bank,24.97,95.14,3.5,0.97,0.39,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Canara Bank,21.02,95.32,4.01,0.6,0.08,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Bank Of India,18.71,90.19,2.85,4.59,2.36,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Kotak Mahindra Bank,17.24,96.13,3.46,0.33,0.08,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Indian Bank,17.23,75.65,13.12,10.79,0.44,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Axis Bank,15.26,96.51,3.09,0.21,0.19,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Paytm Payments Bank,15.15,89.23,10.26,0.48,0.03,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Central Bank of India,11.07,95.26,2.79,1.4,0.55,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,IDBI Bank,7.42,95.88,3.43,0.68,0.01,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Bank of Maharashtra,6.97,91.39,2.59,5.86,0.15,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Indian Overseas Bank,6.2,94.88,3.08,1.86,0.19,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Federal Bank,5.71,95.49,3.45,0.84,0.21,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,UCO Bank,5.69,94.47,2.67,1.73,1.14,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Indusind Bank,4.95,94.55,2.87,2.49,0.08,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Karnataka Bank,3.75,95.05,1.8,2.64,0.51,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Yes Bank Ltd,3.46,86.68,4.09,8.19,1.04,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Airtel Payments Bank,3.4,92.96,5.15,1.79,0.1,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Karur Vysya Bank,3.26,96.41,3.2,0.37,0.01,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,IDFC BANK,2.85,95.34,3.94,0.67,0.05,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Purvanchal Bank,2.62,0,0,100,0,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,India Post Payments Bank Limited,2.57,94.89,3.77,0.99,0.35,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Bandhan Bank limited,2.45,95.86,3.6,0.48,0.06,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Baroda Uttar Pradesh Gramin Bank,2.22,91.07,5.53,2.65,0.75,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,The South Indian Bank,2.06,96.4,3.04,0.44,0.12,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Equitas Small Finance Bank,1.92,96.28,2.73,0.83,0.16,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Citibank,1.88,96.81,2.67,0.5,0.01,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,City Union Bank,1.63,93.76,2.12,3.94,0.18,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Tamilnaad Mercantile Bank,1.61,95.34,2.63,0.7,1.33,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Fino Payments Bank,1.27,93.49,5.55,0.9,0.06,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Punjab and Sind Bank,1.27,92.66,2.99,3.16,1.19,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Saraswat Co-operative Bank,1.26,96.65,1.99,0.95,0.41,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,RBL Bank Limited,1.14,92.8,5.34,1.19,0.68,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Jammu and Kashmir Bank,1.08,90.36,3.46,5.7,0.48,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,AU Small Finance Bank,1.02,93.69,4.64,1.38,0.28,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Development Bank of Singapore,0.99,84.57,13.92,1.36,0.16,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Madhya Bihar Gramin Bank,0.94,88.16,8.56,1.75,1.53,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Ujjivan Small Finance Bank Limited,0.85,91.77,2.65,3.28,2.3,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Maharashtra Gramin Bank,0.8,94.12,1.65,2.36,1.87,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Standard Chartered Bank,0.76,95.79,3.06,0.93,0.22,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Pragathi Krishna Gramin Bank-IMPS,0.68,97.07,1.46,1.04,0.43,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Baroda Rajasthan Kshetriya Gramin Bank,0.59,95.02,2.92,1.35,0.71,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Rajasthan Marudhara Gramin Bank,0.59,94.37,1.75,2,1.89,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Sarva U.P. Gramin Bank,0.58,84.65,10.85,3.05,1.45,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Bassein Catholic Co-operative Bank Ltd,0.58,41.84,1.28,56.2,0.69,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2021-22,2022,January,1,Lakshmi Vilas Bank,0.54,93,4.71,2.16,0.14,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,State Bank of India,108.86,96.22,2.14,0.83,0.81,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,HDFC Bank,40.99,97.21,2.1,0.51,0.18,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Bank of Baroda,34.5,94.71,3.16,1.44,0.68,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Union Bank of India,28.51,97.78,2.08,0.04,0.1,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Punjab national Bank,27.16,88.18,5.3,5.59,0.94,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Canara Bank,22.23,96.8,2.25,0.36,0.59,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,ICICI Bank,21.58,96.34,3.18,0.24,0.24,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Kotak Mahindra Bank,20.7,95.93,3.12,0.76,0.19,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Bank Of India,19.89,92.55,3.12,1.32,3.01,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Indian Bank,15.38,96.92,2.82,0.06,0.19,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Axis Bank,13.82,96.87,2.91,0.14,0.08,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Paytm Payments Bank,13.73,88.96,9.54,1.39,0.11,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Central Bank of India,11.75,92.11,2.06,3.74,2.09,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Federal Bank,7.28,95.88,3.62,0.46,0.05,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,IDBI Bank,7.19,94.17,3.52,1.66,0.65,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,UCO Bank,7.15,96.31,1.53,0.9,1.26,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Indian Overseas Bank,7.11,96.3,2.79,0.44,0.48,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Bank of Maharashtra,7.07,89.76,2.61,7.59,0.03,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Indusind Bank,5.75,96.44,1.92,1.27,0.38,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,India Post Payments Bank Limited,5.17,92.58,6.31,0.28,0.82,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Airtel Payments Bank,5.06,91.83,5.11,1.97,1.09,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Yes Bank Ltd,4.25,88.95,5.69,4.64,0.71,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,IDFC BANK,4.19,90.34,7.45,1.31,0.9,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Karnataka Bank,4.01,91.15,2.15,5.83,0.88,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Bandhan Bank limited,3.4,92.02,4.68,2.84,0.46,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Karur Vysya Bank,3.31,93.62,2.69,1.92,1.77,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Baroda Uttar Pradesh Gramin Bank,2.78,91.29,2.88,2.68,3.14,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,The South Indian Bank,2.38,96.93,2.27,0.76,0.04,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Fino Payments Bank,2.3,92.77,6.85,0.26,0.12,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Development Bank of Singapore,2.02,56.53,28.88,13.91,0.68,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Jammu and Kashmir Bank,1.94,96.5,2.99,0.29,0.21,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Tamilnaad Mercantile Bank,1.89,95.44,2.57,1.13,0.86,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,City Union Bank,1.78,94.66,2.61,2.33,0.39,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Citibank,1.74,95.97,2.85,1.14,0.04,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,AU Small Finance Bank,1.52,89.05,3.22,5.95,1.78,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Equitas Small Finance Bank,1.51,90.01,6.04,3.02,0.93,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Punjab and Sind Bank,1.51,96.09,1.97,0.75,1.19,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Maharashtra Gramin Bank,1.28,91.36,1.03,6.58,1.03,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Saraswat Co-operative Bank,1.25,95.41,2.06,1.3,1.24,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Ujjivan Small Finance Bank Limited,1.11,94.49,4.23,0.62,0.66,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Madhya Bihar Gramin Bank,1.06,95.04,4.51,0.04,0.42,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,RBL Bank Limited,0.99,92.75,5.33,0.11,1.81,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Karnataka Gramin Bank,0.81,97.29,1.71,0.61,0.4,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Rajasthan Marudhara Gramin Bank,0.79,90.05,0.1,7.6,2.25,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
